q0,q1,q2,q3,q4,q5
-0.1919905067730288,0.4390163660965377,0.063740927415509,0.4256520253408129,-0.9475662134232796,0.8998792281132892
-0.2001615013557598,0.4421586321268324,0.0627934042307898,0.4267088966636378,-0.942913335273038,0.8877851907919121
-0.2090181739965931,0.4455645848904712,0.0617663685888382,0.4278544565137848,-0.9378700057007152,0.8746762689370581
-0.218564715521405,0.4492358360259954,0.0606593345139703,0.429089246950564,-0.9324338382890944,0.8605462596313168
-0.2288027289390642,0.4531730019920581,0.059472116118403,0.4304134753139861,-0.9266039202233568,0.8453927902321796
-0.2397313157019987,0.457375737240087,0.0582048175993241,0.4318270253820722,-0.9203807631710018,0.8292171906962098
-0.2513471619667623,0.4618427673869473,0.0568578232359624,0.4333294685281633,-0.9137662541617668,0.8120243659032119
-0.2636446248546021,0.4665719223876048,0.0554317873866572,0.4349200748782311,-0.9067636064675476,0.7938226679804024
-0.2766158187120251,0.4715601697077889,0.0539276244859288,0.4365978244681875,-0.899377310482319,0.7746237686265787
-0.2902507013713652,0.4768036474966553,0.0523464990415483,0.4383614184011948,-0.891613084602053,0.7544425314362905
-0.30453716041135,0.4822976977594491,0.0506898156316074,0.4402092900049753,-0.8834778261046413,0.7332968842240081
-0.3194610994176678,0.4880368995301677,0.0489592089015885,0.4421396159891218,-0.8749795620298134,0.7112076913482936
-0.3350065242435351,0.4940151020442238,0.0471565335614347,0.4441503276024073,-0.8661274000590579,0.6881986260359702
-0.3511556292702623,0.5002254579111083,0.0452838543826198,0.4462391217900949,-0.8569314793955414,0.6642960427062921
-0.3678888836678216,0.5066604562870533,0.043343436195218,0.4484034723512483,-0.8474029216440301,0.6395288492951152
-0.3851851176554135,0.5133119560476948,0.0413377338849742,0.4506406410960409,-0.8375537816908084,0.613928379579066
-0.4030216087620341,0.5201712189607358,0.039269382390374,0.4529476890030668,-0.8273969985835998,0.5875282654997123
-0.4213741680870417,0.5272289428586097,0.0371411866997133,0.45532148737665,-0.8169463464114868,0.5603643094877329
-0.4402172265607236,0.5344752948111422,0.0349561118481685,0.4577587290041547,-0.8062163851848307,0.5324743567870873
-0.4595239212048636,0.5418999442982155,0.0327172729148665,0.4602559393132955,-0.795222411715192,0.5038981677791861
-0.4792661813933083,0.5494920963824301,0.0304279250199547,0.4628094875294469,-0.7839804104952501,0.4746772903070603
-0.4994148151125342,0.5572405248817686,0.0280914533216707,0.4654155978329538,-0.772507004578724,0.4448549319995323
-0.519939595222215,0.5651336055422579,0.0257113630134127,0.4680703605164408,-0.7608194064602916,0.4144758325953849
-0.5408093457157881,0.5731593492106328,0.0232912693208089,0.4707697431421232,-0.7489353689555102,0.3835861362675311
-0.5619920279810213,0.5813054350069986,0.0208348874987883,0.473509601699116,-0.7368731360807366,0.3522332639471854
-0.5834548270605808,0.5895592434974942,0.0183460228286496,0.4762856917607445,-0.7246513939330467,0.3204657856480317
-0.6051642379125968,0.5979078898669548,0.0158285606151322,0.479093679641854,-0.7122892215701563,0.2883332927903955
-0.6270861516712312,0.6063382570915752,0.0132864561834854,0.48192915355612,-0.6998060418903405,0.2558862705254117
-0.6491859419072445,0.6148370291115722,0.0107237248765389,0.4847876347733578,-0.687221572512354,0.2231759700591962
-0.6714285508885627,0.6233907240038483,0.0081444320517725,0.4876645887768333,-0.6745557766553517,0.1902542809770151
-0.6937785758408435,0.6319857271546541,0.0055526830783859,0.4905554364205716,-0.6618288140188074,0.157173603567455
-0.716200355208044,0.640608324432251,0.0029526133343693,0.4934555650866687,-0.6490609916624354,0.1239867211465912
-0.7386580549129884,0.6492447353595752,0.0003483782035727,0.4963603398426002,-0.6362727148861095,0.0907466723821608
-0.7611157546179327,0.6578811462868993,-0.0022558569272239,0.4992651145985316,-0.6234844381097835,0.0575066236177306
-0.7835375339851335,0.6665037435644963,-0.0048559266712405,0.5021652432646287,-0.6107166157534114,0.0243197411968669
-0.8058875589374144,0.6750987467153019,-0.0074476756446271,0.5050560909083672,-0.5979896531168671,-0.0087609362126933
-0.8281301679187325,0.683652441607578,-0.0100269684693935,0.5079330449118425,-0.5853238572598649,-0.0416826252948745
-0.8502299581547458,0.6921512136275751,-0.01258969977634,0.5107915261290804,-0.5727393878818784,-0.0743929257610902
-0.8721518719133802,0.7005815808521956,-0.0151318042079868,0.5136270000433464,-0.5602562082020626,-0.106839948026074
-0.8938612827653962,0.7089302272216561,-0.0176492664215042,0.5164349879244559,-0.5478940358391722,-0.13897244088371
-0.9153240818449556,0.7171840357121517,-0.0201381310916428,0.5192110779860843,-0.5356722936914824,-0.1707399191828629
-0.9365067641101892,0.7253301215085174,-0.0225945129136635,0.5219509365430772,-0.5236100608167087,-0.2020927915032091
-0.957376514603762,0.7333558651768923,-0.0250146066062672,0.5246503191687596,-0.5117260233119274,-0.2329824878310629
-0.9779012947134428,0.7412489458373817,-0.0273946969145253,0.5273050818522467,-0.5000384251934948,-0.2633615872352108
-0.9980499284326684,0.74899737433672,-0.0297311686128093,0.5299111921557533,-0.4885650192769686,-0.2931839455427383
-1.0177921886211134,0.7565895264209346,-0.0320205165077211,0.5324647403719048,-0.4773230180570269,-0.3224048230148646
